CID,Melting Point
7289,-4.0 °C
7289,-4 °C
7367,"23 °F (EPA, 1998)"
7367,-5.0 °C
7367,-5 °C
7367,23°F
14925,166.0 °C
14925,166°C
7657,"38.3 °F (NTP, 1992)"
7657,3.6 °C
7657,Heat of Fusion at melting point = 2.0209X10+7 J/kmol
7657,3-4°C
736715,225.0 °C
736715,225°C
7770,-95.2 °C
7770,-95.2°C
7892,"-244.6 °F (USCG, 1999)"
7892,-153.6 °C
7892,-153 °C
7892,-245 to -148°F
7957,"-85 °F (USCG, 1999)"
7957,FP: SETS TO GLASS BELOW -65 °C
1549517,"158 to 172 °F (NTP, 1992)"
1549517,78.0 °C
8024,-101.0 °C
5565,"54 °F (NTP, 1992)"
5565,12.0 °C
5565,12 °C
5565,-35 °C
5565,54°F
8197,"-40 °F (NTP, 1992)"
8197,-30.0 °C
8197,FP: -30 °C
8197,-46 - -30 °C
8262,125.8 °C
8263,-40.1 °C
8263,-41.4°C
5324289,193.0 °C
8385,94.5 °C
5646,204.0 °C
5646,204 °C
31337,214.0 °C
31337,214 °C (pure)
31337,MP: 180 °C (usual lab product); 175-176 °C (technical grade)
86308142,145°C
8564,138.0 °C
8564,145°C
8955,192.0 °C
8955,192°C
9706,-34.0 °C
222154,221.0 °C
442949,152-153 °C (sublimes)
442949,MP: 155 °C
638129,200-202°C
10427,98.0 °C
10486,-26.0 °C
10522,"95 to 99 °F (NTP, 1992)"
10522,37.0 °C
10522,36 to 37.5 °C
10522,37 °C
10554,-131 °C
68213,222.5 °C
68213,222-222.5°C
122903,109.0 °C
122903,109-111 °C (SUBLIMES)
10666,201.5 °C
10666,201.5°C
10811,222.0 °C
10823,-76.9 °C
10823,-76.9°C
10890,-73.2 °C
10890,-73.2°C
10972,206.0 °C
10972,207-209°C
11288,200.0 °C
4949,186.0 °C
11522,92.0 °C
11559,18.0 °C
11670,-14.0 °C
11676,17.0 °C
11683,218.0-220.0 °C
11683,214.0 °C
11686,192°C
11701,140.5°C
11817,69.0 °C
69141,201.0 °C
136413,152.0 °C
11994,27.0 °C
12270,40.4 °C
12367,-35.5°C
17885103,250.0 °C
13748,159.0 °C
13755,183.0 °C
16238,14.5 °C
337121,-85.0 °C
17072,64.5 °C
17169,152.0 °C
18937,-50.0 °C
24744,"289 to 291 °F (NTP, 1992)"
24744,143.0 °C
24744,139-142 (143-144 °C)
5362507,132.0 °C
27525,183.0 °C
28936,77.0 °C
28936,77 °C
31677,-2.8 °C
31677,<-5 °C
135424354,160.0 °C
33443,87.0 °C
5383,161.5-164 °C
1548887,183.0 °C
1548887,183°C
92366,78.5 °C
62210,102.0 °C
47866,224.9 °C
47866,219-222°C
9253,"-137 °F (USCG, 1999)"
9253,-93.8 °C
9253,-93.4 °C
9253,-94 °C
9253,-137°F
6403,"-148 °F (NTP, 1992)"
6403,-99.0 °C
6403,-99.9 °C
6403,-148°F
8078,"43.7 °F (NTP, 1992)"
8078,6.6 °C
8078,6.47 °C
8078,6.5°C
8078,7 °C
8078,44°F
12585,-145.8 °C
7247,"-47.2 °F (USCG, 1999)"
7247,-43.8 °C
7247,-43.77 °C
7247,Heat of fusion at melting point= 1.3192X10+7 J/kmol; Liquid Molar Volume= 0.137779 cu m/kmol.
7247,-43.8°C
7247,-44 °C
7247,-77°F
7734,-42.83 °C
7463,"-90.2 °F (USCG, 1999)"
7463,-68.45 °C
7463,-68.9 °C
7463,-68.9°C
7463,-68 °C
7580,25.2 °C
7580,25.4 °C
6853,"241 to 243 °F (NTP, 1992)"
6853,114.8 °C
6853,114.76 °C
6853,MP: 116-117 °C
11306,82.0 °C
11386,105.0 °C
6734,"203 °F (NTP, 1992)"
6734,93.4 °C
6734,93 °C
6734,95 °C
13068,81.5 °C
6344,"-142.1 °F (NTP, 1992)"
6344,-95.1 °C
6344,-95 °C
6344,-96.8°C
6344,-97 °C
6344,-139°F
6359,"-67 °F (NTP, 1992)"
6359,-57.0 °C
6359,-57 °C
31296,"-8 °F (NTP, 1992)"
31296,-20.0 °C
31296,-20 °C
7839,"49.9 °F (NTP, 1992)"
7839,9.9 °C
7839,9.8 °C
7839,10 °C
7839,50°F
33643,-101.3 °C
8005,"-189.6 °F (NTP, 1992)"
8005,-123.1 °C
8005,-123 °C
10900,"-71 °F (NTP, 1992)"
10900,-57.0 °C
10900,-57 °C
10900,-57 to -115°F
6575,"-99 °F (NTP, 1992)"
6575,-84.7 °C
6575,-84.8°C
6575,-86 °C
6575,-99°F
16322,16.0 °C
16322,1 °C
27514,76.3 °C
6560,"-162 °F (NTP, 1992)"
6560,-108.0 °C
6560,-108 °C
6560,-108°C
6560,-162°F
7358,"-173 °F (USCG, 1999)"
7358,LESS THAN -15 °C
11702,-12.5 °C
527,"-114 °F (NTP, 1992)"
527,-80.0 °C
527,-80 °C
527,-80°C
527,-81 °C
527,-114°F
8063,"-132.7 °F (NTP, 1992)"
8063,-91.5 °C
8063,-92°C
8063,-91 °C
8063,-132.7°F
8063,-133°F
6184,-56.0 °C
6184,-58.2 °C
6184,Heat of Fusion at Melting Point = 1.89X10+7 J/kmol
6184,-56°C
6569,"-123.3 °F (NTP, 1992)"
6569,-86.6 °C
6569,-86.67 °C
6569,-86.6°C
6569,-86 °C
6569,-123°F
7895,"-108 °F (NTP, 1992)"
7895,-76.9 °C
7895,-76.8 °C
7895,-76.9°C
7895,-78 °C
7895,-108°F
11583,"-71 °F (NTP, 1992)"
11583,-55.5 °C
11583,-55.5°C
11583,-57 °C
11583,-71°F
135372298,16.5°C
379,"61 to 62 °F (NTP, 1992)"
379,16.3 °C
379,16.5 °C
379,16.5°C
999,76.5 °C
999,76.7 °C
999,76.7°C
522636,"451 to 455 °F (DECOMPOSES) (NTP, 1992)"
522636,234.0 °C
522636,233-235 °C (effervescence)
8073,-92.9 °C
8073,-92.9°C
7997,"-139 °F (USCG, 1999)"
7997,-93.0 °C
7997,-93 °C
7997,-93°C
7997,-92 °C
7997,-134°F
7761,-50.0 °C
7761,-50 °C
7761,-50°C
7294,"-105.7 °F (NTP, 1992)"
7294,-76.5 °C
7294,-75.6 °C
7294,76.5°C
7294,-106°F
8821,"-96.2 °F (NTP, 1992)"
8821,-71.2 °C
8821,Specific heat at -60 °C: 0.442 cal/g/deg C; MP: 20 °C at 39.2 mm Hg (polymerizes on distillation); azeotropes: 45% water = BP 81 °C; 56.8% ethanol = BP 76 °C
8821,-71.2°C
8821,-71 °C
8821,-96°F
6658,"-54 °F (NTP, 1992)"
6658,-48.0 °C
6658,-47.55 °C
6658,-48°C
6658,-48 °C
6658,-54°F
6781,"27 °F (NTP, 1992)"
6781,-40.5 °C
6781,-67 - -44 °C
6781,-41°F
2347,"less than -31 °F (NTP, 1992)"
2347,-35 °C
12375,"-101 °F (NTP, 1992)"
12375,-74.0 °C
12375,-74 °C
7583,"80.3 °F (NTP, 1992)"
7583,26.8 °C
7583,26.865 °C
7583,37-39°C
7583,28 °C
7583,82°F
8028,"-163.3 °F (NTP, 1992)"
8028,-108.3 °C
8028,-108.44 °C
8028,-108.3°C
8028,-108.5 °C
8028,-163.3°F
8028,-163°F
8029,"-123 °F (EPA, 1998)"
8029,-85.6 °C
8029,-85.61 °C
8029,-85.6°C
135,214.5 °C
135,213.00to215.00°C.@760.00mmHg
3702506,213.00to215.00°C.@760.00mmHg
8374,"288 °F (NTP, 1992)"
8374,140.2 °C
8374,142 °C
8115,"-58 °F (EPA, 1998)"
8115,-51.9 °C
8115,-50 °C
8115,-58°F
8127,-18.0 °C
7504,"-51 °F (USCG, 1999)"
7504,10°C
7504,10 °C
7111,"262 °F (NTP, 1992)"
7111,120.0 °C
7111,120 °C
7111,120°C
7111,239°F
7516,"68 °F (USCG, 1999)"
7516,19.6 °C
7516,19.5 °C
7516,"MP: 243-6 °C, decomposes; molecular wt 144.60 /Phenylhydrazine hydrochloride/"
7516,Liquid Molar Volume= 0.098820 cu m/kmol; IG Heat of Formation= 2.0350X10+8 J/kmol; Heat of Fusion at the Melting Point= 1.6429X10+7 J/kmol.
7516,67°F
1049,"-44 °F (NTP, 1992)"
1049,-41.6 °C
1049,-42°C
1049,-42 °C
1049,-44°F
2826,98.0 °C
2826,98 °C
3054,170.5°C
8274,156.5 °C
22601,163.0 °C
1174,338.0 °C
1174,330°C
31268,-57.8 °C
31268,-57.79 °C
31268,-63°C
31268,-63 °C
403,"367 to 369 °F (NTP, 1992)"
403,187.5 °C
403,187.50°C.@760.00mmHg
904,"237.7 °F (NTP, 1992)"
904,114.3 °C
7903,"-162 °F (NTP, 1992)"
7903,-108.0 °C
7903,-104.3 °C
7903,-108 °C
7903,-162°F
7416,"42 °F (EPA, 1998)"
7416,5.7 °C
7416,5.7°C
7416,5 °C
7416,42°F
12901,"161 °F (EPA, 1998)"
12901,72.0 °C
12901,72-72.7 °C
12901,72 °C
5125,Below -25 °C
2155,"194 °F (NTP, 1992)"
2155,93.0 °C
10963,"-60 °F (EPA, 1998)"
10963,-51.0 °C
10963,-51 °C
31230,"329 to 334 °F (NTP, 1992)"
31230,166.5 °C
7683,168.0 °C
9601,154.0 °C
5827,131.0 °C
3025,99-101 °C (HCl salt)
3025,64 °C
3025,Melting point: 62-65 °C
3025,99-101°C(hydrochloridesalt)
3158,"Crystals, melting point 184 to 186 °C, 188 to 189 °C (a cis-trans mixture of approx 1:5) /HYDROCHLORIDE/"
3158,"Crystals, melting point 161 to 164 °C, 168 to 169 °C /MALEATE/"
3158,Melting point 192 to 193 °C /trans-HYDROCHLORIDE/
3158,"Crystals, melting point 209 to 210.5 °C /cis-HYDROCHLORIDE/"
3158,184-186°C
541197,161.5 °C
15530,212.5 °C
15530,212-213 °C
15530,CREAM POWDER; FAINT PHENOLIC ODOR; MELTING POINT: 200 °C /TECHNICAL PRODUCT/
13728,135.0 °C
13728,134.5 TO 135.5 °C
13728,MP: 128-135 °C (TECHNICAL PRODUCT 95% PURE)
13728,135 °C
4496,82.0 °C
68956,218.0 °C
5781,"464 °F (decomposes) (NTP, 1992)"
5781,256 °C (decomposes)
5781,256°C
967,"653 to 655 °F (NTP, 1992)"
967,345.5 °C
967,345-346 °C
967,345.5°C
16117,122.0 °C
65036,25°C
6998,"19.4 °F (USCG, 1999)"
6998,-7.0 °C
6998,-7 °C
6998,0.7°C
5147,"284 °F (NTP, 1992)"
5147,142.0 °C
5147,140 °C
5147,140°C
10837,128.0 °C
11419,"-6.8 °F (USCG, 1999)"
11419,-14 °C
11419,6.8°F
11419,7°F
12146,-65.0 °C
12146,Freezing point = -65 °C
12146,-65°C
12146,-65 °C
7417,98.5 °C
85991,183.0 °C
85991,187°C
4690,123.0 °C
4690,123-124 °C
38235,"133.7 to 135.5 °F (EPA, 1998)"
38235,57.0 °C
38235,56.5 TO 57.5 °C
8309,251.0 °C
206594,"318 to 320 °F (EPA, 1998)"
206594,143.5 °C
3182,155-157
3182,161.5 °C
3182,158 °C
3182,161.5°C
8843,Melting point <-10 °C.
21491,202-203°C
5336,"376 to 379 °F (NTP, 1992)"
5336,192.0 °C
5336,192°C
5344,"383 to 388 °F (NTP, 1992)"
5344,191.0 °C
5344,194 °C
5344,MP: 191 °C
5344,MP: 195-198 °C
5344,194°C
22407,152-153 °C (sublimes)
22407,MP: 155 °C
27689,119.0 °C
6662,193.5 °C
305544,86.5 °C
8139,5.2 °C
8139,5°C
5281636,266.5 °C
5281636,273-275°C
7087,"376 to 385 °F (NTP, 1992)"
7087,194.8 °C
1989,"370 to 374 °F (NTP, 1992)"
1989,188-190 °C
1989,188-190°C
3966,30.5 °C
6327054,"383 °F (NIOSH, 2016)"
6327054,196 °C
6327054,383°F
2757,237.75 °C
2757,210.5°C
40326,34.0 °C
40326,<20 °C (OECD Method 102)
40326,"MP: cis-isomers, 63-65 °C; trans-isomers, 44-47 °C"
40326,34°C
40326,34-39 °C
4747,116-117 °C
4747,116.5 °C
4747,116-117°C
4544,230-233°C
6762,MP: 167-169 °C /DIMALEATE/
7500,"-139 °F (NTP, 1992)"
7500,-94.9 °C
7500,-94.95 °C
7500,-95 °C
7500,-139°F
7080,357.0 °C
5943,"-9 °F (NTP, 1992)"
5943,-23.0 °C
5943,-22.2 °C
5943,28.6°C
5943,-23 °C
5943,-9°F
10897,-37.5 °C
10897,Melting point: -6.5 °C /Trans-isomer/
11855,"187 °F (NTP, 1992)"
11855,86.0 °C
11855,86 °C
16323,"171.9 °F (NTP, 1992)"
16323,78.8 °C
7749,"-99 °F (USCG, 1999)"
7749,-73.9 °C
7749,-73°C
7519,-37.5 °C
7519,-37.3 °C
7519,-37.5°C
7519,-37 °C
8133,"-94 °F (NTP, 1992)"
8133,-74.8 °C
8133,-74.8°C
8133,-75 °C
8133,-107°F
338,"315 °F (USCG, 1999)"
338,158.0 °C
338,159 °C
338,158°C
118212070,158°C
6318,"469 °F (NTP, 1992)"
6318,243.0 °C
6318,243 °C
6318,"MP: 44 °C /p-Chlorobenzoic acid, methyl ester/"
8102,-22.9 °C
8102,-21 °C
8102,-22.9°C
8143,0.0 °C
6108,"468 °F (NTP, 1992)"
6108,242.0 °C
6108,Sublimes
6108,242 °C
31200,3.4 °C
31200,0.3 °C
31200,3.4°C
10871,179.0 °C
10871,178-179 °C
7691,216.0 °C
28700,25.0 °C
28700,25-30 °C
14525,5.3666666667 °C
14525,5-6°C
38295,38.0 °C
18466,131.0 °C
2319,66.0 °C
2319,65-66.5 °C
2319,MP: 64-66 °C /TECHNICAL PRODUCT/
7169,71.0 °C
101711,268-269°C
54685524,153-154
54685524,154.0 °C
2337,92.0 °C
2337,92 °C
2337,92°C
2244,"275 °F (NTP, 1992)"
2244,138-140
2244,135.0 °C
2244,135 °C (rapid heating)
2244,135°C
2244,135 °C
2244,275°F
1775,"563 to 568 °F (NTP, 1992)"
1775,296.5 °C
1775,295-298 °C
1775,286°C
146015336,286°C
68056,83.0 °C
2482,"136 °F (NTP, 1992)"
2482,58.0 °C
2482,58 °C
64961,199.0 °C
64961,199°C
69301,54.5 °C
7108,"365.9 to 366.6 °F (NTP, 1992)"
7108,187.5 °C
7108,185.1 °C
7108,365°F
5281404,236.5 °C
5281404,237-238°C
6199,163.5 °C
6199,171 °C
6199,171°C
1175,Greater than 300 °C
1175,>300°C
69751,199-200°C
667509,180.0 °C
31357,"less than -112 °F (NTP, 1992)"
31357,-79.0 °C
31357,Less than -80 °C
31357,<-112°F
31357,-112°F
6994044,246°C
11161,246°C
6180,105.5 °C
10010,263-265°C
4868168,263-265°C
5280953,273.0 °C
5280953,264-265°C
4064,"219 to 223 °F (NTP, 1992)"
4064,105.0 °C
4064,105 °C
4064,105°C
9905,-40.0 °C
6849,"142.7 °F (NTP, 1992)"
6849,61.0 °C
6849,61 °C
11831,"316 °F (NTP, 1992)"
11831,157.0 °C
11831,158 °C
13745,"203 to 207 °F (NTP, 1992)"
13745,96.3333333333 °C
65090,251.5 °C
65090,251-252°C
15513,239 °C
12083,95.0 °C
7050,"154 to 162 °F (NTP, 1992)"
7050,89 °C
13432,"174 to 180 °F (NTP, 1992)"
13432,81.5 °C
2355,"370 °F (sublimes) (NTP, 1992)"
2355,188.0 °C
2355,188 °C (sublimes)
2355,188°C
4114,"298 °F (NTP, 1992)"
4114,148.0 °C
4114,148 °C
8561,"less than -67 °F (NTP, 1992)"
8561,FP: less than -55 °C
6473,128.5 °C
6473,128.5°C
3778,103.0 °C
11392,"174 °F (NIOSH, 2016)"
11392,79.0 °C
11392,79 °C
11392,174°F
3516,78.5-79
3516,78.5 °C
3516,78.5-79 °C
3516,78.5°C
896,117.0 °C
896,116-118 °C
896,117°C
4409,78-82
36250,113.5 °C
37123,239.0 °C
37123,228 °C
37123,"Off-white to yellow crystals; Melting point: 210-230 °C, with decomposition /technical diflubenzuron/"
37123,230-232°C
8574,196.0 °C
15204,123.0 °C
36679,158.0 °C
36679,158 °C
36679,MP: 153-165 °C /Technical isoproturon/
3676,68.5 °C
3676,68 °C
3676,68.5°C
3825,94.0 °C
3825,94°C
5193,100.0 °C
5193,100 °C
5193,100°C
838,"412 to 414 °F (NTP, 1992)"
4495,143-144.5 °C
4495,143.75 °C
3608,146.5 °C
3608,67.00°C.@760.00mmHg
5897,"381 °F (NTP, 1992)"
5897,193.0 °C
5897,194 °C
5897,381°F
4911,"381 to 385 °F (NTP, 1992)"
4911,195.0 °C
4911,194-196 °C
4911,195°C
13050,35.0 °C
7158,"347 to 351 °F (NTP, 1992)"
7158,181.6 °C
7158,179-181 °C
2913,112.3-113-3
2913,112.8 °C
2913,112.3-113.3 °C
2913,215-217°C
15723,160.5 °C
10083,97.5 °C
4034,217-224
5457,173-176
2119,107-109 °C
2119,108.0 °C
2119,107-109°C
3826,162-165 °C (tromethamine salt)
3826,160.5 °C
3826,165-167°C(tromethaminesalt)
3290,166-168
3290,64.5 °C
3290,64.5°C
3333,145°C
5732,193-197
5732,196.0 °C
5732,196°C
237,248-250 °C
237,Decomposes at 248 °C
237,Melting point: ca 250 °C /Hydrochloride/
237,248-250°C
3000579,182.0 °C
3162,< 25 °C
3162,CRYSTALS; MP: 100-104 °C; 1% AQ SOLN HAS PH BETWEEN 4.9 & 5.1 /SUCCINATE/
5325,236.0 °C
5325,236°C
3715,"311 or 323.6° F (NTP, 1992)"
3715,158.0 °C
3715,"One form of polymorphic crystals melts at about 155 °C, the other at about 162 °C"
3715,MP: 160 °C
3715,158°C
5386,339.8-343.4
5386,172.0 °C
56339,173-176.5 °C
8651,94.8 °C
68194,237.0 °C
4173,"316 to 320 °F (NTP, 1992)"
4173,158-160 °C
4173,160°C
2256,"347 to 351 °F (NTP, 1992)"
2256,173.0 °C
2256,177.0 °C
2256,173°C
2256,173-177 °C
2256,340°F
135419028,240.0 °C
62389,233.0 °C
62389,234-235 °C
62389,229°C
3830,266.5 °C
3830,266-267 °C
3830,266.50°C.@760.00mmHg
4628,314-316 °C
66733,111.5 °C
91699,63.5 °C
91699,63 °C
7340,"214 to 216 °F (NTP, 1992)"
7340,101-102 °C
6053,"232 °F (decomposes) (NTP, 1992)"
6053,117.0 °C
6053,114-117 °C
6053,232°F
6053,237°F
3016,"257 to 259 °F (NTP, 1992)"
3016,125-126
3016,132.0 °C
3016,132 °C
3016,125-126°C
2802,238-240
2802,237.5 °C
2802,236.5-238.5°C
118985385,295°C
3440,"403 °F (decomposes) (NTP, 1992)"
3440,206 °C
3440,295°C
4099458,293°C
1148,293°C
4737,129.5 °C
4737,130 °C
4737,129.5°C
15529,155.0 °C
15529,155-157 °C
16325,170.0 °C
3386,179-182°C
12486,182.0 °C
6429,"-137 °F (USCG, 1999)"
6429,-94.0 °C
6429,-92.53 °C
6429,-94 °C
6429,-137°F
2758,"34.7 °F (NTP, 1992)"
2758,1.5 °C
7844,"-301.5 °F (NTP, 1992)"
7844,-185.3 °C
7844,-185.33 °C
7844,-185 °C
13381,"-87.3 °F (USCG, 1999)"
13381,-66.3 °C
13381,-66 °C
7004,4.2 °C
1031,"-195.2 °F (USCG, 1999)"
1031,-126.1 °C
1031,-127 °C
1031,-126.1°C
1031,-196°F
16318,305.8 °C
10044,-25.0 °C
21013,"241 °F (NTP, 1992)"
21013,116.5 °C
21013,241°F
6028,"158 °F (NTP, 1992)"
6028,70.0 °C
6028,70 °C
27582,"171 to 174 °F (NTP, 1992)"
27582,83.5 °C
27582,57 °C (FP)
27582,79-81 °C
13636,"237 to 241 °F (NTP, 1992)"
13636,115.0 °C
13636,115 °C
13619,"135 to 138 °F (NTP, 1992)"
13619,62.0 °C
13619,62 °C
6899,"154 to 156 °F (NTP, 1992)"
6899,68.5 °C
7236,"-15 °F (NTP, 1992)"
7236,-27.8 °C
7359,-89°C
11594,-108.9 °C
11594,-109 °C
3776,"-127.3 °F (NTP, 1992)"
3776,-89.5 °C
3776,-87.9 °C
3776,-90 °C
3776,-127°F
7249,"144.5 °F (NTP, 1992)"
7249,60.8 °C
7249,62.5 °C
7249,62-64°C
6455,203.0 °C
10405,"21 °F (USCG, 1999)"
10405,-3.8 °C
6342,"-49 °F (NTP, 1992)"
6342,-43.8 °C
6342,-44 °C
6342,-46 °C
6342,-49°F
2180,223-226 °C
2180,214°C
26098,247.0 °C
6129,"288 °F (USCG, 1999)"
6129,145.0 °C
6129,145 °C
6129,142 °C
6129,293°F
643833,"-112.9 °F (NTP, 1992)"
643833,-64.9 °C
643833,-80.0 °C
54682651,169.0 °C
54682651,169-171 °C
10399,2.0 °C
12363,-56.0 °C
12766,25.1 °C
104926,60.0 °C
104926,60 °C
104926,Crystals from m-hexane; mp: 68-69 °C; specific optical rotation: -2.1 deg at 20 °C/D (concentration by volume= 1.0 g in 100 ml chloroform) /(1R)(3S)(alpha S)-cyfluthrin/
104926,Crystals; mp: 50-52 °C; specific optical rotation: +24.5 deg at 20 °C/D (concentration by volume= 1.0 g in 100 ml chloroform) /(1R)(3R)(alpha S)- Cyfluthrin/
443046,49.2 °C
2955,"347 to 349 °F (NTP, 1992)"
2955,175.5 °C
2955,"175-176 °C (also a higher melting form, MP 180.5 °C)"
2955,"There are extraordinarily complicated polymorphism conditions in the drugs dapsone and ethambutol chloride. In both cases, four modifications were detected, and in the case of dapsone there exists a hydrate in addition. The dapsone anhydrate is present as enantiotropic Mod. III, which transforms into Mod. II at 80 °C. This form is mostly stable up to its melting point. Mod. I, which crystallizes from the melt, is likewise enantiotropic with Mod. II. In addition, there is enantiotropy between Mod. I and Mod. III. The transformation of Mod. III /between/ Mod. II takes place continuously and independently from nuclei, so that the melting point of Mod. III cannot be determined. In Mod. IV, no enantiotropy with another crystal form could be detected. ..."
2955,175.5°C
3049,227-228 °C
3049,PRISMS FROM ALC; MP: 119-120 °C /DIENESTROL DIACETATE/
3049,SUBLIMES @ 130 °C @ 1 MM HG; THE SUBLIMATE MP: 231-234 °C
3049,MP: 179 °C; HAS NO ESTROGENIC ACTIVITY /DIENESTROL ISODIENESTROL/
3049,227.5°C
8077,-101.5 °C
8077,-101.5°C
6786,"-72 °F (NTP, 1992)"
6786,-58.0 °C
6786,-58 °C
6786,-72°F
12264,-78.1 °C
12264,-78.1°C
8118,-102.5 °C
8118,-102.5°C
41381,55.5 °C
41381,55-56 °C
31265,-67.0 °C
31265,-67.5°C
6325,"-272.4 °F (USCG, 1999)"
6325,"185 to 230 °F (NTP, 1992)"
6325,-169.0 °C
6325,-169.18 °C
6325,-169°C
6325,-169.2 °C
6325,-272.4°F
3365,138-140 °C
3365,138-140°C
3366,296.0 °C
3366,295-297 °C (dec)
3366,296°C
3639,"523 to 527 °F (NTP, 1992)"
3639,266-268
3639,274.0 °C
3639,273-275 °C
3639,274°C
11575,-31.3 °C
727,"316 °F (NTP, 1992)"
727,"594 °F (NTP, 1992)"
727,"234.5 °F (EPA, 1998)"
727,112.5 °C
727,Varies with isomeric composition
727,MP: 113 °C
727,The different isomers differ widely in their melting points.
727,157.4 °C
727,309 °C
727,137.0 °C
727,113 °C
727,157-160 °C
727,235°F
6584,"-144 °F (NTP, 1992)"
6584,-98.0 °C
6584,-98.2 °C
6584,-98.7°C
6584,-98 °C
6584,-145°F
7803,-75.9 °C
7803,-75.9°C
7824,"-96 °F (NTP, 1992)"
7824,-71.0 °C
7824,-71°C
15606,-35°C
8091,-40.0 °C
8091,-40 °C
8091,-40°C
7762,"-135 °F (USCG, 1999)"
7762,-98.0 °C
7762,-97 °C
7762,-93.3°C
7456,131.0 °C
7456,ofp-hydroxybenzoic acid derived from the sample is 213 °C to 217 °C after drying for two hours at 80 °C
7456,125.2 °C
7456,131°C
29863,126.5 °C
4463,247-249 °C
4463,196.06°C
4485,"342 to 345 °F (NTP, 1992)"
4485,172-174 °C
4485,173.0 °C
4485,172-174°C
6587,"-130 °F (NTP, 1992)"
6587,-89.5 °C
6587,-89.42 °C
6587,-90 °C
6587,-130°F
4509,"514 °F (decomposes) (NTP, 1992)"
4509,263.0 °C
4509,263 °C
13814,"374 to 388 °F (EPA, 1998)"
13814,194.0 °C
13814,190-198 °C
31657,"212 to 216 °F Pure compound changes to different form upon melting, with a melting point of 226 to 230° F. (EPA, 1998)"
31657,"100-102 °C, changes to a different crystalline form, mp 108-110 °C"
4616,"401 to 403 °F (NTP, 1992)"
4616,205-206 °C
4616,205.5 °C
4616,205-206°C
12510,57.0 °C
91692,130.0 °C
26927,6.1 °C
9162,368.0 °C
8252,"-301.4 °F (NTP, 1992)"
8252,-185.0 °C
8252,-185.30 °C
8252,-185 °C
8252,-301.4°F
1046,"376 to 379 °F (NTP, 1992)"
1046,192.0 °C
1046,192 °C
1046,192°C
7174,75.0 °C
7174,75 °C
129828936,165.5°C
5333,"329 to 331 °F (NTP, 1992)"
5333,165.5 °C
5333,165.5°C
447466,"-105 °F (EPA, 1998)"
447466,"-101 °F (EPA, 1998)"
447466,-76.25 °C
447466,-69 °C
447466,-76.6 °C
447466,-69°C
447466,"-76.5 °C (trans), -69 °C (cis)"
447466,-101°F
54382,44.6 °C
54382,Off-white; MP: 39-43 °C /Technical/
5546,"601 °F (NTP, 1992)"
5546,316.0 °C
5546,316 °C
5546,MP: 327 °C (crystals from dimethylformamide)
5546,316°C
11011,"-44 °F (NTP, 1992)"
11011,-42.0 °C
11011,-42 °C
39676,108.0 °C
39676,108 °C
7110,164.0 °C
6391,"-252 °F (NTP, 1992)"
6391,-158.0 °C
6391,-157.1 °C
6391,-158°C
6391,-158 °C
6391,-252°F
11,"-31.5 °F (NTP, 1992)"
11,-35.5 °C
11,-35.6 °C
11,-35.3°C
11,-35.7 °C
11,-32°F
8370,"441 to 444 °F (NTP, 1992)"
8370,231.8 °C
8370,228.83 °C
8370,MP: 200 °C /Technical product/
8370,226°C
8370,231 °C
8370,441-444°F
6327,"-143 °F (NTP, 1992)"
6327,-97.7 °C
6327,-97.6 °C
6327,-97 °C
6327,-144°F
7422,"59.9 °F (NTP, 1992)"
7422,15.5 °C
7422,16.1 °C
7422,59°F
4754,"273 to 280 °F (NTP, 1992)"
4754,137.5 °C
4754,134-135 °C
6334,"-305.9 °F (USCG, 1999)"
6334,-187.6 °C
6334,-189.9°C
6334,-189.7 °C
6334,-306°F
6578,81.3 °C
6588,"30 °F (NTP, 1992)"
6588,0.0 °C
6588,0 °C
6588,32°F
13647,64-65°C
12468,"122 to 126 °F (NTP, 1992)"
12468,54.5 °C
12468,51 °C
7270,"280 to 284 °F (NTP, 1992)"
7270,139.5 °C
7270,139-140 °C
36187,182-184 °C
63107,65.0 °C
35454,"363 to 367 °F (NTP, 1992)"
35454,188.0 °C
31373,"-2 °F (NTP, 1992)"
31373,-22.3 °C
31373,-22.2 °C
31373,-22.3°C
31373,-22 °C
31373,-2°F
6884,61.5 °C
6884,61-62°C
7950,"145 to 147 °F (NTP, 1992)"
7950,63.5 °C
7950,62.8 °C
7950,63 °C
38253,128.0 °C
6278,"-26.5 °F (NTP, 1992)"
6278,-30.4 °C
6278,-30 °C
6278,-30.4°C
6278,-26.5°F
6278,-23°F
69937,-140.0 °C
2078,40.0 °C
2078,40-41 °C
2078,Colorless crystals; MW: 269.77; MP: 39.5-41.5 °C; specific gravity 1.133 at 25 °C/15.6 °C. /Technical alachlor/
2078,39.5-41.5°C
2078,40 °C
2078,104-106°F
2086,"210 to 214 °F (EPA, 1998)"
2086,99.0 °C
2086,99-100 °C
2086,100 °C
2086,210-214°F
25146,"153 to 156° F solid 144 to 147° F recrystallized from toluene and hexane (EPA, 1998)"
25146,68.0 °C
25146,67-69 °C /solid/; 62-64 °C when recrystallized from toluene and hexane
25146,MP: 167-169 °C
3224,"406 to 410 °F (NTP, 1992)"
3224,"158 to 212 °F Range of values given is for a mixture of isomers (a isomer 228.7° F; b isomer 415.9° F). (EPA, 1998)"
3224,106.0 °C
